timestamp,temp,humidity,rain,cloud,visibility,sunrise,sunset,pwr
1608379200,23.11,60,0,0,10000,1608334130,1608374323,0
1608382800,22.15,60,0,0,10000,1608334130,1608374323,0
1608386400,20.91,68,0,0,10000,1608334130,1608374323,0
1608390000,20.18,63,0,0,10000,1608334130,1608374323,0
1608393600,20,64,0,75,9000,1608334130,1608374323,0
1608397200,18.91,68,0,77,9000,1608420560,1608460750,0
1608400800,17.83,72,0,88,9000,1608420560,1608460750,0
1608404400,17.17,77,0,76,9000,1608420560,1608460750,0
1608408000,16.74,77,0,52,9000,1608420560,1608460750,0
1608411600,16.52,82,0,52,9000,1608420560,1608460750,0
1608415200,15.88,82,0,51,9000,1608420560,1608460750,0
1608418800,15.51,77,0,0,10000,1608420560,1608460750,1.308
1608422400,15.51,77,0,64,9000,1608420560,1608460750,19.772
1608426000,16.67,77,0,24,9000,1608420560,1608460750,54.572
1608429600,19.63,67,0,54,9000,1608420560,1608460750,85.444
1608433200,20.93,63,0,0,10000,1608420560,1608460750,112.184
1608436800,21.93,56,0,0,10000,1608420560,1608460750,119.896
1608440400,23.01,52,0,0,10000,1608420560,1608460750,119.852
1608444000,23.52,49,0,0,10000,1608420560,1608460750,92.868
1608447600,24.01,49,0,0,10000,1608420560,1608460750,60.46
1608451200,24.15,49,0,20,10000,1608420560,1608460750,53.132
1608454800,24.33,49,0,20,10000,1608420560,1608460750,33.652
1608458400,24.32,49,0,20,10000,1608420560,1608460750,3.42
1608462000,22.48,53,0,20,10000,1608420560,1608460750,0
1608465600,20.98,60,0,0,10000,1608420560,1608460750,0
1608469200,20.18,63,0,0,10000,1608420560,1608460750,0
1608472800,19.13,63,0,0,10000,1608420560,1608460750,0
1608476400,18.08,67,0,0,10000,1608420560,1608460750,0
1608480000,18.26,68,0,0,10000,1608420560,1608460750,0
1608483600,17.17,72,0,0,10000,1608506990,1608547178,0
1608487200,16.53,77,0,0,10000,1608506990,1608547178,0
1608490800,15.44,82,0,0,10000,1608506990,1608547178,0
1608494400,15,82,0,0,10000,1608506990,1608547178,0
1608498000,14.78,87,0,3,9000,1608506990,1608547178,0
1608501600,14.35,82,0,0,10000,1608506990,1608547178,0
1608505200,14.08,71,0,0,10000,1608506990,1608547178,1.344
1608508800,13.92,76,0,0,10000,1608506990,1608547178,24.204
1608512400,15.57,76,0,40,8000,1608506990,1608547178,58.772
1608516000,18.27,72,0,42,7000,1608506990,1608547178,91.052
1608519600,19.94,55,0,28,7000,1608506990,1608547178,116.644
1608523200,21.13,49,0,22,8000,1608506990,1608547178,125.612
1608526800,22.72,46,0,19,9000,1608506990,1608547178,124.856
1608530400,23.41,43,0,16,9000,1608506990,1608547178,111.344
1608534000,23.9,41,0,0,9000,1608506990,1608547178,91.756
1608537600,24.28,44,0,1,9000,1608506990,1608547178,60.044
1608541200,24.33,49,0,20,10000,1608506990,1608547178,24.664
1608544800,23.4,49,0,0,10000,1608506990,1608547178,2.716
1608548400,22.53,49,0,0,10000,1608506990,1608547178,0
1608552000,21.67,56,0,40,9000,1608506990,1608547178,0
1608555600,19.81,59,0,91,8000,1608506990,1608547178,0
1608559200,18.78,63,0,86,9000,1608506990,1608547178,0
1608562800,17.54,72,0,88,9000,1608506990,1608547178,0
1608566400,17.83,68,0,80,8000,1608506990,1608547178,0
1608570000,17.17,72,0,84,7000,1608593418,1608633607,0
1608573600,16.52,72,0,50,7000,1608593418,1608633607,0
1608577200,15.44,82,0,0,10000,1608593418,1608633607,0
1608580800,15,77,0,100,7000,1608593418,1608633607,0
1608584400,14.78,82,0,98,6000,1608593418,1608633607,0
1608588000,14.78,82,0,97,6000,1608593418,1608633607,0
1608591600,13.2,81,0,0,10000,1608593418,1608633607,1.168
1608595200,13.08,81,0,92,8000,1608593418,1608633607,15.048
1608598800,14.51,71,0,20,7000,1608593418,1608633607,52.744
1608602400,17.86,62,0,100,8000,1608593418,1608633607,82.7
1608606000,19.96,52,0,100,8000,1608593418,1608633607,110.84
1608609600,21.64,46,0,85,8000,1608593418,1608633607,122.304
1608613200,23.23,46,0,85,9000,1608593418,1608633607,119.6
1608616800,24.1,44,0,87,9000,1608593418,1608633607,104.112
1608620400,26.35,41,0,43,9000,1608593418,1608633607,85.26
1608624000,26.84,41,0,34,9000,1608593418,1608633607,61.26
1608627600,27.04,44,0,52,9000,1608593418,1608633607,30.54
1608631200,25.63,47,0,55,9000,1608593418,1608633607,4.128
1608634800,24.32,50,0,47,8000,1608593418,1608633607,0
1608638400,22.59,56,0,17,7000,1608593418,1608633607,0
1608642000,20.86,64,0,35,7000,1608593418,1608633607,0
1608645600,20.61,64,0,18,7000,1608593418,1608633607,0
1608649200,19.69,68,0,13,7000,1608593418,1608633607,0
1608652800,20,64,0,20,9000,1608593418,1608633607,0
1608656400,17.17,72,0,84,7000,1608679847,1608720037,0
1608660000,18.91,68,0,21,9000,1608679847,1608720037,0
1608663600,18.26,77,0,17,9000,1608679847,1608720037,0
1608667200,17.62,82,0,50,9000,1608679847,1608720037,0
1608670800,17.61,77,0,53,8000,1608679847,1608720037,0
1608674400,17.41,82,0,41,9000,1608679847,1608720037,0
1608678000,15.72,87,0,42,9000,1608679847,1608720037,1.004
1608681600,15.42,87,0,55,9000,1608679847,1608720037,18.2
1608685200,17.95,93,0,20,5000,1608679847,1608720037,45.864
1608688800,19.85,82,0,20,5000,1608679847,1608720037,74.652
1608692400,21.66,64,0,0,10000,1608679847,1608720037,97.184
1608696000,23.48,56,0,0,10000,1608679847,1608720037,116.844
1608699600,24.84,57,0,0,10000,1608679847,1608720037,111.028
1608703200,26.3,50,0,0,10000,1608679847,1608720037,108.38
1608706800,27.86,45,0,0,10000,1608679847,1608720037,69.944
1608710400,28.05,48,0,0,10000,1608679847,1608720037,39.532
1608714000,29.23,48,0,0,10000,1608679847,1608720037,20.784
1608717600,28.55,45,0,0,10000,1608679847,1608720037,2.168
1608721200,26.48,54,0,0,10000,1608679847,1608720037,0
1608724800,24.43,64,0,82,9000,1608679847,1608720037,0
1608728400,22.72,68,0,9,9000,1608679847,1608720037,0
1608732000,21.79,73,0,7,9000,1608679847,1608720037,0
1608735600,21.13,77,0,10,9000,1608679847,1608720037,0
1608739200,21.53,73,0,25,9000,1608679847,1608720037,0
1608742800,21.32,77,0,40,8000,1608766274,1608806467,0
1608746400,20.88,77,0,59,8000,1608766274,1608806467,0
1608750000,21.09,73,0,78,8000,1608766274,1608806467,0
1608753600,20.22,82,0,79,8000,1608766274,1608806467,0
1608757200,19.35,82,0,80,8000,1608766274,1608806467,0
1608760800,19.13,88,0,78,7000,1608766274,1608806467,0
1608764400,17.84,88,0,0,10000,1608766274,1608806467,1.556
1608768000,18.09,88,0,0,10000,1608766274,1608806467,25.372
1608771600,20.17,82,0,0,10000,1608766274,1608806467,60.808
1608775200,22.79,73,0,0,10000,1608766274,1608806467,91.42
1608778800,21.66,64,0,0,10000,1608766274,1608806467,111.312
1608782400,25.77,57,0,0,10000,1608766274,1608806467,119.888
1608786000,28.06,51,0,0,10000,1608766274,1608806467,117.7
1608789600,28.74,48,0,0,10000,1608766274,1608806467,107.484
1608793200,29.11,51,0,0,10000,1608766274,1608806467,89.424
1608796800,29.79,48,0,0,10000,1608766274,1608806467,60.268
1608800400,30.57,48,0,0,10000,1608766274,1608806467,25.968
1608804000,30.57,48,0,0,10000,1608766274,1608806467,2.832
1608807600,29.19,51,0,0,10000,1608766274,1608806467,0
1608811200,26.91,61,0,0,10000,1608766274,1608806467,0
1608814800,25.98,65,0,0,10000,1608766274,1608806467,0
1608818400,24.94,69,0,0,10000,1608766274,1608806467,0
1608822000,24.69,64,0,0,10000,1608766274,1608806467,0
1608825600,23.33,73,0,0,10000,1608766274,1608806467,0
1608829200,22.97,68,0,0,10000,1608852701,1608892898,0
1608832800,23.05,78,0,11,8000,1608852701,1608892898,0
1608836400,22.4,83,0,0,8000,1608852701,1608892898,0
1608840000,21.96,77,0,0,8000,1608852701,1608892898,0
1608843600,21.76,82,0,2,8000,1608852701,1608892898,0
1608847200,21.31,82,0,8,8000,1608852701,1608892898,0
1608850800,20.19,82,0,0,10000,1608852701,1608892898,0.252
1608854400,20.5,77,0,0,10000,1608852701,1608892898,9.4
1608858000,21.9,77,0,75,10000,1608852701,1608892898,25.08
1608861600,23.62,77,0,75,10000,1608852701,1608892898,37.132
1608865200,24.58,64,0,75,10000,1608852701,1608892898,46.356
1608868800,25.67,64,0,75,10000,1608852701,1608892898,97.292
1608872400,26.34,61,0,75,10000,1608852701,1608892898,90.64
1608876000,27.74,57,0,40,10000,1608852701,1608892898,90.06
1608879600,29.11,51,0,0,10000,1608852701,1608892898,79.624
1608883200,29.76,54,0,75,10000,1608852701,1608892898,53.116
1608886800,30.09,51,0,75,10000,1608852701,1608892898,14.488
1608890400,29.79,54,0,75,10000,1608852701,1608892898,1.792
1608894000,28.28,57,0,75,10000,1608852701,1608892898,0
1608897600,26.3,61,0,40,10000,1608852701,1608892898,0
1608901200,25.5,73,0,40,10000,1608852701,1608892898,0
1608904800,24.8,78,0,20,10000,1608852701,1608892898,0
1608908400,24.42,78,0,20,10000,1608852701,1608892898,0
1608912000,23.91,73,0,31,9000,1608852701,1608892898,0
1608915600,23.49,83,0,32,8000,1608939127,1608979329,0
1608919200,23.26,78,0,51,8000,1608939127,1608979329,0
1608922800,22.83,78,0,3,9000,1608939127,1608979329,0
1608926400,22.62,83,0,3,9000,1608939127,1608979329,0
1608930000,21.74,78,0,26,8000,1608939127,1608979329,0
1608933600,21.52,83,0,35,9000,1608939127,1608979329,0
1608937200,20.3,82,0,0,10000,1608939127,1608979329,0.5
1608940800,20.28,88,0,75,10000,1608939127,1608979329,15.736
1608944400,22.28,88,0,75,10000,1608939127,1608979329,20.468
1608948000,23.75,83,0,75,10000,1608939127,1608979329,41.156
1608951600,25.14,73,0,75,10000,1608939127,1608979329,93.836
1608955200,26.84,61,0,40,10000,1608939127,1608979329,113.928
1608958800,27.9,57,0,20,10000,1608939127,1608979329,113.812
1608962400,29.23,51,0,0,9000,1608939127,1608979329,105.388
1608966000,30.77,48,0,0,10000,1608939127,1608979329,86.864
1608969600,32.01,48,0,20,10000,1608939127,1608979329,42.388
1608973200,31.83,48,0,75,10000,1608939127,1608979329,12.836
1608976800,31.64,48,0,75,10000,1608939127,1608979329,1.272
1608980400,30,55,0,75,10000,1608939127,1608979329,0
1608984000,28.99,65,0,75,10000,1608939127,1608979329,0
1608987600,27.79,74,0,75,10000,1608939127,1608979329,0
1608991200,26.59,78,0,75,10000,1608939127,1608979329,0
1608994800,26.23,78,0,75,10000,1608939127,1608979329,0
1608998400,27.49,99,0,0,10000,1608939127,1608979329,0
1609002000,26.67,99,0,0,10000,1609025553,1609065761,0
1609005600,26.65,99,0,1,10000,1609025553,1609065761,0
1609009200,25.84,99,0,0,10000,1609025553,1609065761,0
1609012800,25.23,73,0,0,9000,1609025553,1609065761,0
1609016400,25.23,73,0,0,9000,1609025553,1609065761,0
1609020000,25.01,78,0,0,9000,1609025553,1609065761,0
1609023600,22.22,88,0,0,9000,1609025553,1609065761,0.412
1609027200,22.22,88,0,75,9000,1609025553,1609065761,11.504
1609030800,24.48,94,0,75,8000,1609025553,1609065761,25.716
1609034400,26.09,83,0,75,8000,1609025553,1609065761,56.552
1609038000,27.3,73,0,75,9000,1609025553,1609065761,111.584
1609041600,29.03,61,0,0,9000,1609025553,1609065761,114.096
1609045200,29.5,58,0,0,10000,1609025553,1609065761,107.696
1609048800,30.51,48,0,20,10000,1609025553,1609065761,77.4
1609052400,32.84,48,0,40,10000,1609025553,1609065761,60.28
1609056000,33.12,46,0,75,10000,1609025553,1609065761,64.396
1609059600,32.95,46,0,75,10000,1609025553,1609065761,23.172
1609063200,32.19,48,0,40,10000,1609025553,1609065761,3.052
1609066800,31.07,52,0,40,10000,1609025553,1609065761,0
1609070400,29.19,65,0,20,9000,1609025553,1609065761,0
1609074000,27.47,78,0,84,9000,1609025553,1609065761,0
1609077600,26.59,83,0,0,10000,1609025553,1609065761,0
1609081200,25.71,88,0,0,10000,1609025553,1609065761,0
1609084800,27.22,99,0,68,10000,1609025553,1609065761,0
1609088400,25.55,99,0,58,10000,1609111978,1609152193,0
1609092000,25.27,99,0,32,10000,1609111978,1609152193,0
1609095600,25.24,99,0,9,10000,1609111978,1609152193,0
1609099200,23.94,88,0,16,6000,1609111978,1609152193,0
1609102800,23.48,88,0,15,6000,1609111978,1609152193,0
1609106400,23.89,99,0,11,10000,1609111978,1609152193,0
1609110000,23.03,83,0,9,8000,1609111978,1609152193,1.168
1609113600,21.92,100,0,18,8000,1609111978,1609152193,19.484
1609117200,22.57,94,0,0,8000,1609111978,1609152193,52.472
1609120800,26.23,83,0,0,9000,1609111978,1609152193,90.024
1609124400,27.69,73,0,0,9000,1609111978,1609152193,108.704
1609128000,29.02,61,0,0,9000,1609111978,1609152193,95.524
1609131600,30,51,0,0,10000,1609111978,1609152193,110.46
1609135200,31.59,46,0,0,10000,1609111978,1609152193,107.528
1609138800,31.97,46,0,0,10000,1609111978,1609152193,83.464
1609142400,32.15,43,0,40,10000,1609111978,1609152193,25.52
1609146000,32.59,41,0,40,10000,1609111978,1609152193,18.052
1609149600,32.46,41,0,20,10000,1609111978,1609152193,3.944
1609153200,31.21,43,0,20,10000,1609111978,1609152193,0
1609156800,28.48,61,0,20,9000,1609111978,1609152193,0
1609160400,27.09,69,0,35,8000,1609111978,1609152193,0
1609164000,26.2,73,0,36,9000,1609111978,1609152193,0
1609167600,25.83,73,0,37,9000,1609111978,1609152193,0
1609171200,25.88,99,0,29,10000,1609111978,1609152193,0
1609174800,25.59,99,0,24,10000,1609198402,1609238626,0
1609178400,24.75,99,0,2,10000,1609198402,1609238626,0
1609182000,24.45,99,0,6,10000,1609198402,1609238626,0
1609185600,23.88,99,0,5,10000,1609198402,1609238626,0
1609189200,23.88,99,0,3,10000,1609198402,1609238626,0
1609192800,23.6,99,0,3,10000,1609198402,1609238626,0
1609196400,22.58,88,0,40,9000,1609198402,1609238626,1.46
1609200000,22.44,94,0,40,9000,1609198402,1609238626,18.744
1609203600,22.28,94,0,20,7000,1609198402,1609238626,52.944
1609207200,23.54,88,0,20,8000,1609198402,1609238626,71.568
1609210800,27.3,73,0,20,8000,1609198402,1609238626,103.54
1609214400,28.8,61,0,20,8000,1609198402,1609238626,110.844
1609218000,30,51,0,0,8000,1609198402,1609238626,109.88
1609221600,32,46,0,20,9000,1609198402,1609238626,75.06
1609225200,31.97,46,0,0,10000,1609198402,1609238626,85.46
1609228800,34.14,41,0,40,9000,1609198402,1609238626,35.336
1609232400,33.4,41,0,40,9000,1609198402,1609238626,22.844
1609236000,31.91,41,0,40,10000,1609198402,1609238626,3.3
1609239600,30.89,48,0,40,9000,1609198402,1609238626,0
1609243200,29.54,61,0,20,7000,1609198402,1609238626,0
1609246800,27.82,65,0,6,8000,1609198402,1609238626,0
1609250400,26.75,69,0,3,8000,1609198402,1609238626,0
1609254000,26.25,78,0,2,8000,1609198402,1609238626,0
1609257600,27,99,0,3,10000,1609198402,1609238626,0
1609261200,26.96,97,0,3,10000,1609284825,1609325060,0
1609264800,26.95,97,0,3,10000,1609284825,1609325060,0
1609268400,24.45,99,0,6,10000,1609284825,1609325060,0
1609272000,24.35,69,0,0,8000,1609284825,1609325060,0
1609275600,24.13,73,0,0,8000,1609284825,1609325060,0
1609279200,23.26,73,0,0,8000,1609284825,1609325060,0
1609282800,22.71,73,0,12,9000,1609284825,1609325060,1.268
1609286400,23.15,69,0,40,9000,1609284825,1609325060,23.22
1609290000,23.82,73,0,40,10000,1609284825,1609325060,58.156
1609293600,25.08,64,0,0,10000,1609284825,1609325060,90.804
1609297200,27.42,54,0,0,10000,1609284825,1609325060,106.532
1609300800,28.62,45,0,20,10000,1609284825,1609325060,123.732
1609304400,28.99,48,0,40,10000,1609284825,1609325060,120.312
1609308000,29.49,45,0,40,10000,1609284825,1609325060,110.416
1609311600,29.49,45,0,40,10000,1609284825,1609325060,95.712
1609315200,29.55,45,0,40,10000,1609284825,1609325060,59.48
1609318800,28.78,48,0,40,10000,1609284825,1609325060,28.916
1609322400,27.06,50,0,40,10000,1609284825,1609325060,3.612
1609326000,25.44,50,0,20,9000,1609284825,1609325060,0
1609329600,29.54,61,0,20,7000,1609284825,1609325060,0
1609333200,22.4,64,0,0,10000,1609284825,1609325060,0
1609336800,21.11,64,0,0,10000,1609284825,1609325060,0
1609340400,19.94,68,0,0,10000,1609284825,1609325060,0
1609344000,20,68,0,20,8000,1609284825,1609325060,0
1609347600,19.35,72,0,26,8000,1609371247,1609411493,0
1609351200,18.47,72,0,52,8000,1609371247,1609411493,0
1609354800,17.83,72,0,62,8000,1609371247,1609411493,0
1609358400,17.38,63,0,79,8000,1609371247,1609411493,0
1609362000,16.74,67,0,77,8000,1609371247,1609411493,0
1609365600,16.32,82,0,67,8000,1609371247,1609411493,0
1609369200,15.76,77,0,59,9000,1609371247,1609411493,2.492
1609372800,15.35,77,0,20,10000,1609371247,1609411493,35.328
1609376400,14.78,77,0,60,9000,1609371247,1609411493,74.864
1609380000,17.34,63,0,0,10000,1609371247,1609411493,106.052
1609383600,21.58,55,0,0,10000,1609371247,1609411493,116.632
1609387200,23.01,49,0,0,10000,1609371247,1609411493,105.012
1609390800,23.89,49,0,20,10000,1609371247,1609411493,128.64
1609394400,24.8,44,0,20,10000,1609371247,1609411493,116.972
1609398000,25.96,41,0,20,10000,1609371247,1609411493,94.352
1609401600,25.41,44,0,20,10000,1609371247,1609411493,64.892
1609405200,25.46,41,0,20,10000,1609371247,1609411493,29.224
1609408800,24.54,43,0,0,10000,1609371247,1609411493,3.728
1609412400,22.44,46,0,20,10000,1609371247,1609411493,0
1609416000,20.86,52,0,20,10000,1609371247,1609411493,0
1609419600,18.66,59,0,0,10000,1609371247,1609411493,0
1609423200,18.78,59,0,0,10000,1609371247,1609411493,0
1609426800,17.22,63,0,0,10000,1609371247,1609411493,0
1609430400,17.83,63,0,67,9000,1609371247,1609411493,0
